image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911634888998055936_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911634888998055936_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\hurricane_maria\25_10_2017\923145331251986432_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923145331251986432_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910189070072057856_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910189070072057856_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909930819619233793_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,909930819619233793_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909469987001241601_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909469987001241601_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909844110219137024_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909844110219137024_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\16_9_2017\908852754076102656_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,908852754076102656_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909752461694513153_0.jpg,storm,Low,Monitor weather and prepare shelters,train,909752461694513153_0,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
D:\code\final_asmt\data_image\hurricane_maria\9_11_2017\928587264518529024_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,928587264518529024_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905733262173102081_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,905733262173102081_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909873185226674176_0.jpg,storm,Low,Monitor weather and prepare shelters,train,909873185226674176_0,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909725929714405377_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,909725929714405377_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909384954227970048_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909384954227970048_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910051877982756864_0.jpg,storm,Low,Monitor weather and prepare shelters,train,910051877982756864_0,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909931323342639105_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909931323342639105_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913172198696812544_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913172198696812544_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909810241189109761_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909810241189109761_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\14_9_2017\908221252502003712_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,908221252502003712_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911558544780152832_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,911558544780152832_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909804461912031232_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909804461912031232_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913159325581004801_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913159325581004801_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913280494476906496_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913280494476906496_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909487391924211713_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909487391924211713_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910089146244501505_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910089146244501505_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913441349436919810_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913441349436919810_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909864932719685632_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909864932719685632_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905762095920238592_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905762095920238592_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909822619276296192_0.jpg,storm,Low,Monitor weather and prepare shelters,train,909822619276296192_0,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
D:\code\final_asmt\data_image\hurricane_maria\6_10_2017\916255814511448064_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916255814511448064_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909894624898101248_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909894624898101248_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911566354016325632_3.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911566354016325632_3,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909927931316703233_0.jpg,storm,Low,Monitor weather and prepare shelters,train,909927931316703233_0,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909733938616250369_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909733938616250369_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905653422820491265_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905653422820491265_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910534351112359936_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910534351112359936_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\17_9_2017\909493675016822785_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909493675016822785_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909998522421747713_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909998522421747713_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909380267999207424_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909380267999207424_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_10_2017\922465438507954176_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,922465438507954176_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909423799711318018_1.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,909423799711318018_1,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911711396097925121_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911711396097925121_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912383089720152067_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912383089720152067_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909829523339964417_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909829523339964417_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
